URLs Downloaded,SizeKB, # of outlinks found, Content-type
https://www.nytimes.com/video/us/politics/100000006142471/donald-fred-trump-taxes-generational-wealth-grat.html?playlistId=100000006144521,373.7695313,63,text/html
https://www.nytimes.com/2018/09/27/briefing/brett-kavanaugh-india-the-philippines.html,897.7705078,165,text/html
https://www.nytimes.com/2018/10/07/world/australia/drought-farmers-nsw.html,684.0605469,134,text/html
https://www.nytimes.com/issue/t-magazine/2018/09/06/ts-sept-23-design-luxury-issue,132.4931641,140,text/html
https://www.nytimes.com/2018/10/03/world/europe/uk-theresa-may-speech.html,756.1425781,139,text/html
https://www.nytimes.com/interactive/2017/06/02/climate/trump-paris-mayors.html,72.59667969,48,text/html
https://www.nytimes.com/2018/08/27/opinion/jeremy-corbyn-anti-semitism-labour-britain.html?action=click&module=RelatedCoverage&pgtype=Article&region=Footer,543.4873047,120,text/html
https://www.nytimes.com/2018/10/06/us/politics/kavanaugh-vote-confirmation-process.html?module=inline,701.2050781,140,text/html
https://www.nytimes.com/video/us/100000006054276/watch-california-police-evacuate-shelter-animals-from-wildfire.html?playlistId=1194811622217,502.046875,82,text/html
https://www.nytimes.com/2017/11/18/fashion/azzedine-alaia-obituary.html?module=inline,749.8232422,132,text/html
https://www.nytimes.com/2015/12/13/world/europe/climate-change-accord-paris.html?module=inline,913.7861328,138,text/html
https://www.nytimes.com/2018/09/30/world/asia/okinawa-governor-election-us-base.html?action=click&contentCollection=undefined&contentPlacement=2&module=inline&pgtype=collection&region=stream&rref=collection%2Fbyline%2Fmotoko-rich&version=latest,858.2910156,135,text/html
https://www.nytimes.com/2017/10/05/books/kazuo-ishiguro-nobel-appraisal.html?smid=bookscal%3Fsmid%3Dbookscal,437.3251953,125,text/html
https://www.nytimes.com/2017/09/26/dining/instant-pot-recipes.html?action=click&module=RelatedLinks&pgtype=Article,849.9863281,142,text/html
https://www.nytimes.com/slideshow/2018/10/01/fashion/runway-womens/alexander-mcqueen-spring-2019.html?module=inline,913.5595703,12,text/html
https://www.nytimes.com/video/us-politics,315.328125,80,text/html
https://www.nytimes.com/2018/09/21/climate/greenland-arctic-ice.html,929.3769531,119,text/html
https://www.nytimes.com/2018/10/04/t-magazine/fashion/paris-fashion-week-best-photos.html,514.2753906,121,text/html
https://www.nytimes.com/2018/01/22/books/review/red-clocks-leni-zumas.html?module=inline,486.0253906,126,text/html
https://www.nytimes.com/2018/10/04/theater/hillary-clinton-broadway-hnath.html,774.0878906,141,text/html
https://www.nytimes.com/2018/08/02/climate/trump-auto-emissions-california.html?module=inline,1037.785156,129,text/html
https://www.nytimes.com/section/world,160.8242188,169,text/html
https://www.nytimes.com/2018/10/05/us/cleveland-jail-inmate-deaths.html,485.2548828,126,text/html
https://www.nytimes.com/2018/09/14/opinion/columnists/metoo-movement-franken-hockenberry-macdonald.html,930.1064453,137,text/html
https://www.nytimes.com/2014/07/27/books/review/ben-macintyres-a-spy-among-friends.html?action=click&module=RelatedCoverage&pgtype=Article&region=Footer,344.4238281,111,text/html
https://www.nytimes.com/column/sporting,232.3837891,110,text/html
https://www.nytimes.com/2018/02/23/arts/dance/new-york-city-ballet-winter-season.html?module=inline,627.0058594,130,text/html
https://www.nytimes.com/2016/10/05/technology/subpoenas-and-gag-orders-show-government-overreach-tech-companies-argue.html,342.6933594,117,text/html
https://www.nytimes.com/2018/10/02/insider/donald-trump-fred-tax-schemes-wealth.html,553.7509766,126,text/html
https://www.nytimes.com/2018/08/21/nyregion/michael-cohen-plea-deal-trump.html?module=inline,992.5410156,128,text/html
https://www.nytimes.com/video/opdocs-season-6,232.4082031,78,text/html
https://www.nytimes.com/2018/10/07/world/africa/melania-trump-africa-trip.html,572.4667969,123,text/html
https://www.nytimes.com/2018/10/01/watching/new-on-netflix-amazon-prime-hulu-hbo-october.html,158.3076172,44,text/html
https://www.nytimes.com/2018/10/07/opinion/brett-kavanaugh-supreme-court.html,752.8339844,137,text/html
https://www.nytimes.com/2014/07/29/books/review/the-new-york-times-book-review-back-issues.html,2125.476563,1243,text/html
https://www.nytimes.com/2018/06/06/technology/personaltech/booking-with-airbnb-heres-your-survival-guide.html,802.4179688,140,text/html
https://www.nytimes.com/2018/10/03/smarter-living/how-to-charge-phone-faster.html,547.1054688,134,text/html
https://www.nytimes.com/2018/10/05/us/politics/brett-kavanaugh-vote-confirmed.html?action=click&module=RelatedCoverage&pgtype=Article&region=Footer,871.6386719,142,text/html
https://www.nytimes.com/2018/05/07/us/politics/homeland-security-prosecute-undocumented-immigrants.html?module=inline,739.5742188,132,text/html
https://www.nytimes.com/2018/06/01/technology/google-pentagon-project-maven.html?module=inline,526.9150391,127,text/html
https://www.nytimes.com/video/movies/100000006102467/the-land-of-steady-habits-scene.html?playlistId=100000002420711,548.3974609,80,text/html
https://www.nytimes.com/2018/10/05/opinion/letters/kavanaugh-confirmation.html,509.5888672,122,text/html
https://www.nytimes.com/by/roni-caryn-rabin,108.8193359,123,text/html
https://www.nytimes.com/2018/10/06/opinion/pope-francis-catholic-church-sex-abuse.html,834.7890625,148,text/html
https://www.nytimes.com/2018/08/29/climate/epa-mercury-emissions.html,853.3154297,122,text/html
https://www.nytimes.com/2018/08/14/opinion/montana-cattle-ranch.html,721.6689453,128,text/html
https://www.nytimes.com/2017/04/03/us/politics/trump-bill-clinton-law-suit-paula-jones.html?action=click&module=RelatedCoverage&pgtype=Article&region=Footer,876.6582031,136,text/html
https://www.nytimes.com/2018/09/19/us/politics/christine-blasey-ford-brett-kavanaugh-allegations.html?module=inline,887.6074219,130,text/html
https://www.nytimes.com/video/opinion/100000005831656/earthrise.html,263.0546875,79,text/html
https://www.nytimes.com/interactive/2018/03/14/climate/easter-island-erosion.html?module=inline,181.6123047,47,text/html
https://www.nytimes.com/2018/08/21/nyregion/michael-cohen-guilty-glenlivet-trump.html?action=click&module=RelatedCoverage&pgtype=Article&region=Footer,475.0625,123,text/html
https://www.nytimes.com/watching/search,343.0126953,18,text/html
https://www.nytimes.com/2018/09/21/watching/dc-universe-comics-stream-batman-superman.html,102.9990234,32,text/html
https://www.nytimes.com/2018/10/05/opinion/trump-kavanaugh-confirmation-justice.html,736.2294922,132,text/html
https://www.nytimes.com/by/charles-m-blow,112.8457031,128,text/html
https://www.nytimes.com/2018/09/25/books/review/kate-atkinson-transcription.html,609.7480469,128,text/html
https://www.nytimes.com/2018/10/08/business/economic-science-nobel-prize.html,581.9521484,125,text/html
https://www.nytimes.com/section/opinion/contributors,254.8759766,108,text/html
https://www.nytimes.com/2018/10/05/books/review/joshua-cohen-attention.html,603.4697266,125,text/html
https://www.nytimes.com/2018/09/20/opinion/columnists/christine-blasey-ford-testify-brett-kavanaugh-hearing.html,763.2578125,138,text/html
https://www.nytimes.com/2014/07/27/books/review/ben-macintyres-a-spy-among-friends.html,339.9306641,110,text/html
https://www.nytimes.com/2018/09/22/opinion/laver-cup-federer-djokovic-tennis.html,745.7626953,128,text/html
https://www.nytimes.com/2018/01/02/arts/dance/peter-martins-ballet-harassment.html?module=inline,616.4746094,126,text/html
https://www.nytimes.com/2018/10/07/opinion/susan-collins-brett-kavanaugh-confirmation.html,492.2333984,115,text/html
https://www.nytimes.com/section/t-magazine/fashion,148.3154297,156,text/html
https://www.nytimes.com/2016/04/19/theater/politics-takes-center-stage-incarlyle-and-hillary-and-clinton.html?module=inline,559.3798828,127,text/html
https://www.nytimes.com/2017/02/16/books/review/book-of-american-martyrs-joyce-carol-oates.html?action=click&module=RelatedCoverage&pgtype=Article&region=Footer,466.7939453,122,text/html
https://www.nytimes.com/2018/09/28/theater/kinky-boots-closing.html,722.6513672,127,text/html
https://www.nytimes.com/2018/10/06/world/africa/democratic-republic-of-congo-fire.html,441.5126953,114,text/html
https://www.nytimes.com/2017/11/20/opinion/harassment-allis-franken.html?module=inline,772.8095703,131,text/html
https://www.nytimes.com/2018/08/20/climate/epa-clean-power-rollback.html?module=inline,952.4609375,126,text/html
https://www.nytimes.com/2018/10/06/us/politics/cory-booker-iowa-president.html,577.421875,128,text/html
https://www.nytimes.com/2017/04/24/arts/television/review-the-handmaids-tale-creates-a-chilling-mans-world.html?module=inline,683.0546875,138,text/html
https://www.nytimes.com/video/nyregion/100000005990101/junior-murder-bronx-trinitarios.html,1055.620117,80,text/html
https://www.nytimes.com/video/us/politics/100000006144866/senators-react-to-fbi-report-on-kavanaugh.html?playlistId=100000006090324,296.4375,81,text/html
https://www.nytimes.com/2018/10/05/dining/meatloaf-parmesan-recipe.html,758.9570313,140,text/html
https://www.nytimes.com/slideshow/2018/10/01/fashion/runway-womens/alexander-mcqueen-spring-2019.html,913.5595703,12,text/html
https://www.nytimes.com/2018/10/01/t-magazine/jean-pierre-touitou-apc-deviant-restaurant.html,645.9160156,117,text/html
https://www.nytimes.com/2018/10/07/movies/a-star-is-born-camp.html,613.0263672,131,text/html
http://www.nytimes.com/marketing/tools-and-services/,19.35351563,52,text/html
https://www.nytimes.com/2017/07/21/arts/dance/balanchine-jewels-lincoln-center-festival-city-ballet-bolshoi-paris-opera-ballet.html?action=click&module=RelatedCoverage&pgtype=Article&region=Footer,607.1269531,129,text/html
https://www.nytimes.com/2018/07/26/arts/a-second-robert-lepage-production-canceled-after-an-outcry.html?module=inline,430.7070313,122,text/html
https://www.nytimes.com/video/us/100000006107500/florence-damage-north-carolina.html?playlistId=100000006103882,369.7958984,71,text/html
https://www.nytimes.com/2013/02/15/t-magazine/art-of-perfection-azzedine-alaia.html?action=click&module=RelatedCoverage&pgtype=Article&region=Footer,141.5429688,95,text/html
https://www.nytimes.com/column/on-the-runway,421.3876953,111,text/html
https://www.nytimes.com/interactive/2015/12/12/world/paris-climate-change-deal-explainer.html,66.98632813,50,text/html
https://www.nytimes.com/2018/10/03/arts/design/the-compound-art-gallery-bronx-free-richardson-yasiin-bey.html,991.84375,138,text/html
https://www.nytimes.com/2015/03/01/books/review/kazuo-ishiguros-the-buried-giant.html?module=inline,316.8066406,114,text/html
https://www.nytimes.com/1993/10/08/books/toni-morrison-is-93-winner-of-nobel-prize-in-literature.html?smid=bookscal%3Fsmid%3Dbookscal,82.69042969,97,text/html
https://www.nytimes.com/2018/08/23/magazine/naomi-osakas-breakthrough-game.html?action=click&module=RelatedLinks&pgtype=Article,645.5341797,124,text/html
https://www.nytimes.com/2014/11/17/world/okinawa-elects-governor-who-opposes-us-base.html?action=click&module=RelatedCoverage&pgtype=Article&region=Footer,344.7353516,113,text/html
https://www.nytimes.com/section/t-magazine/food,136.9599609,145,text/html
https://www.nytimes.com/interactive/2017/books/review/10-best-books-2017.html?module=inline,102.5244141,35,text/html
https://www.nytimes.com/interactive/2018/10/07/climate/ipcc-report-half-degree.html?action=click&module=RelatedCoverage&pgtype=Article&region=Footer,80.26855469,33,text/html
https://www.nytimes.com/newsletters/australia-letter?utm_source=ausend,87.87402344,93,text/html
https://www.nytimes.com/newsletters/regilite/button?addSlot=true&app=newsletter&landing=true&product=AUST&sourceApp=nyt-v5&theme=Transparent&title=Australia,2.033203125,8,text/html
https://www.nytimes.com/interactive/2017/admin/100000004384473.embedded.html,35.16699219,7,text/html
https://www.nytimes.com/2017/10/25/opinion/mexico-soviet-russian-revolution.html,611.0458984,126,text/html
https://www.nytimes.com/2018/09/17/t-magazine/laurence-leenaert-lrnce-marrakesh-house.html,665.8876953,130,text/html
https://www.nytimes.com/by/nadja-popovich,114.203125,124,text/html
https://www.nytimes.com/video/us/100000006144619/justice-department-indicts-russian-intelligence-cyberattacks.html?playlistId=1194811622217,504.8027344,83,text/html
https://www.nytimes.com/2018/09/20/t-magazine/summer-camp-kent-house-connecticut.html,766.1630859,130,text/html
https://www.nytimes.com/interactive/2017/05/31/climate/trump-climate-paris-agreement.html,58.79199219,35,text/html
https://www.nytimes.com/2006/01/15/nyregion/milton-himmelfarb-wry-essayist-87-dies.html?module=inline,70.09960938,92,text/html
https://www.nytimes.com/video/world/middleeast/100000006131780/abbas-trump-two-state-solution.html?playlistId=1194811622205,429.5810547,82,text/html
https://www.nytimes.com/2018/05/14/us/politics/trump-jerusalem-embassy-middle-east-peace.html?module=inline,724.4970703,125,text/html
https://www.nytimes.com/2018/10/07/us/politics/supreme-court-nominees-robert-bork.html?action=click&module=RelatedCoverage&pgtype=Article&region=Footer,598.921875,149,text/html
https://www.nytimes.com/by/joseph-berger,110.921875,124,text/html
https://www.nytimes.com/video/world/americas/100000005871860/why-venezuelas-elections-dont-matter-to-a-desperate-populace.html?playlistId=100000005927940,424.6640625,78,text/html
https://www.nytimes.com/2018/10/04/us/politics/russia-hacks-doping-poisoning.html,836.7988281,134,text/html
https://www.nytimes.com/by/tatiana-schlossberg,111.8828125,124,text/html
https://www.nytimes.com/2017/10/30/us/politics/paul-manafort.html,861.4492188,149,text/html
https://www.nytimes.com/video/world/asia/100000006027169/stranded-missing-or-dead-inside-the-aftermath-of-laoss-collapsed-dam.html?playlistId=100000005927940,421.1679688,79,text/html
https://www.nytimes.com/2017/01/16/t-magazine/travel/marrakesh-guide-eat-shop-oroma-elewa-maryam-montague.html?module=inline,804.1484375,146,text/html
https://www.nytimes.com/2017/10/20/opinion/new-york-american-communism.html,670.6748047,125,text/html
https://www.nytimes.com/video/trump-wealth,369.7597656,62,text/html
https://www.nytimes.com/2018/10/04/briefing/kavanaugh-china-the-nobel-peace-prize.html,894.4003906,165,text/html
https://www.nytimes.com/video/us/politics/100000006143366/sarah-sanders-new-york-times-trump-taxes.html?playlistId=1194811622217,503.6943359,83,text/html
https://www.nytimes.com/newsletters/signup/AUST,86.46191406,93,text/html
https://www.nytimes.com/interactive/2017/admin/100000006133003.embedded.html,20.83984375,6,text/html
https://www.nytimes.com/2017/10/25/books/review/naomi-alderman-power.html?action=click&module=RelatedCoverage&pgtype=Article&region=Footer,504.328125,127,text/html
https://www.nytimes.com/2018/09/17/t-magazine/london-architects-design-chan-eayrs.html,770.8242188,137,text/html
https://www.nytimes.com/by/nancy-hass,110.1367188,123,text/html
https://www.nytimes.com/by/vanessa-friedman,116.25,125,text/html
https://www.nytimes.com/2018/10/01/world/asia/tsunami-indonesia.html,826.5976563,137,text/html
https://www.nytimes.com/by/sewell-chan,119.9072266,128,text/html
https://www.nytimes.com/2017/09/18/books/review/evolution-of-beauty-richard-prum-charles-darwin.html,499.2822266,120,text/html
https://www.nytimes.com/2018/09/13/t-magazine/pantelleria-travel-guide.html?module=inline,921.3876953,137,text/html
https://www.nytimes.com/by/kari-molvar,113.8505859,125,text/html
https://www.nytimes.com/2010/07/29/arts/music/29joe.html?module=inline,79.95898438,100,text/html
https://www.nytimes.com/2018/06/26/arts/design/banksy-paris.html?action=click&module=RelatedCoverage&pgtype=Article&region=Footer,635.2529297,126,text/html
https://www.nytimes.com/2015/02/20/books/for-kazuo-ishiguro-the-buried-giant-is-a-departure.html?action=click&module=RelatedCoverage&pgtype=Article&region=Footer,343.0214844,112,text/html
https://www.nytimes.com/2017/10/05/books/nobel-prize-literature.html?module=inline,938.2353516,149,text/html
https://www.nytimes.com/by/motoko-rich,114.4365234,125,text/html
https://www.nytimes.com/2018/09/25/dining/drinks/weeknight-cocktails.html,772.9853516,131,text/html
https://www.nytimes.com/2018/09/20/t-magazine/48-hours-with-antoni-porowski.html,767.6376953,126,text/html
https://www.nytimes.com/2018/09/25/world/asia/okinawa-governor-election.html?action=click&module=RelatedCoverage&pgtype=Article&region=Footer,710.3955078,142,text/html
https://www.nytimes.com/by/livia-albeck-ripka,113.46875,125,text/html
https://www.nytimes.com/by/alisha-haridasani-gupta,110.6806641,124,text/html
https://www.nytimes.com/video/us/politics/100000006144723/feinstein-schumer-fbi-investigation-kavanaugh.html?playlistId=100000006090324,295.6679688,81,text/html
https://www.nytimes.com/2018/10/02/dining/cooking-for-one.html,706.4736328,139,text/html
https://www.nytimes.com/newsletters/books-review,87.55566406,93,text/html
https://www.nytimes.com/2014/05/31/arts/dance/in-the-temple-dancers-story-3-important-russian-debuts.html?module=inline,359.9003906,119,text/html
https://www.nytimes.com/interactive/2017/05/18/climate/antarctica-ice-melt-climate-change-flood.html,445.1171875,30,text/html
https://www.nytimes.com/spotlight/editors-picks,212.3525391,110,text/html
https://www.nytimes.com/interactive/2015/02/13/dining/how-to-make-polpettone.html?module=inline,59.88085938,27,text/html
https://www.nytimes.com/2018/10/07/world/americas/guatemala-immigration-usa-mexico-border.html,828.8408203,134,text/html
https://www.nytimes.com/video/us/100000005832133/stephon-clark-shot-killed-police.html?playlistId=100000005638006,1059.44043,80,text/html
https://www.nytimes.com/2018/09/11/t-magazine/artists-new-york-city-real-estate.html,822.5449219,129,text/html
https://www.nytimes.com/2018/09/15/arts/dance/city-ballet-fires-two-male-dancers-accused-of-sharing-photos.html?action=click&module=RelatedCoverage&pgtype=Article&region=Footer,653.6708984,128,text/html
https://www.nytimes.com/video/us/100000006107500/florence-damage-north-carolina.html,369.7695313,71,text/html
https://www.nytimes.com/2018/10/07/us/politics/supreme-court-nominees-robert-bork.html?module=inline,598.515625,149,text/html
https://www.nytimes.com/2018/09/29/us/politics/elizabeth-warren-2020.html?action=click&module=RelatedCoverage&pgtype=Article&region=Footer,665.1035156,122,text/html
https://www.nytimes.com/2018/10/07/world/middleeast/turkey-jamal-khashoggi-saudi-arabia.html,629.4179688,134,text/html
https://www.nytimes.com/1973/03/07/archives/theater-the-changing-room-opens-at-morosco-david-storey-work-is.html?module=inline,67.77246094,92,text/html
https://www.nytimes.com/2018/10/03/theater/tina-turner-musical-to-open-on-broadway-next-fall.html,710.8808594,123,text/html
https://www.nytimes.com/2018/09/18/t-magazine/london-fashion-week-best-photos.html?action=click&module=RelatedLinks&pgtype=Article,617.3496094,121,text/html
https://www.nytimes.com/2018/06/21/t-magazine/water-based-perfumes.html,608.5175781,130,text/html
https://www.nytimes.com/2018/07/16/theater/robert-lepage-kanata-indigenous.html?action=click&module=RelatedCoverage&pgtype=Article&region=Footer,713.9013672,143,text/html
https://www.nytimes.com/by/lisa-friedman,115.8427734,125,text/html
https://www.nytimes.com/2017/11/16/opinion/al-franken-sexual-harassment.html?_r=0&module=inline,798.7919922,131,text/html
https://www.nytimes.com/video/us/politics/100000006145806/protesters-pack-the-senate-building.html?playlistId=100000005588671,371.1826172,83,text/html
https://www.nytimes.com/newsletters/sunday-best?action=click&module=inline&pgtype=Article,86.33496094,93,text/html
https://www.nytimes.com/by/henry-fountain,114.3193359,124,text/html
https://www.nytimes.com/2018/02/15/arts/dance/peter-martins-ballet-investigation.html?module=inline,628.2246094,126,text/html
https://www.nytimes.com/2018/01/02/arts/dance/peter-martins-city-ballet-balanchine.html?action=click&module=RelatedCoverage&pgtype=Article&region=Footer,634.453125,130,text/html
https://www.nytimes.com/2018/06/17/opinion/dancing-tango-with-trump-voters.html,675.5849609,125,text/html
https://www.nytimes.com/2018/09/09/sports/serena-williams-us-open-naomi-osaka.html?module=inline,657.1826172,125,text/html
https://www.nytimes.com/2016/04/18/theater/review-mary-page-marlowe-traces-a-womans-evolution-in-phases-and-fragments.html?action=click&module=RelatedCoverage&pgtype=Article&region=Footer,645.5166016,129,text/html
https://www.nytimes.com/trending/,436.1445313,208,text/html
https://www.nytimes.com/2018/10/08/travel/a-new-taste-of-marrakesh.html,738.9277344,141,text/html
https://www.nytimes.com/2013/09/21/arts/dance/new-york-city-ballets-fall-gala.html?module=inline,83.00097656,101,text/html
https://www.nytimes.com/2014/07/27/books/review/captivating-and-repellent.html?action=click&module=RelatedCoverage&pgtype=Article&region=Footer,288.8369141,113,text/html
https://www.nytimes.com/2018/08/19/opinion/nixon-clinton-trump.html,814.9208984,134,text/html
https://www.nytimes.com/column/gail-collins,401.2167969,110,text/html
https://www.nytimes.com/2017/12/09/arts/dance/team-to-lead-city-ballet-during-martins-sexual-harassment-probe.html?module=inline,576.0908203,122,text/html
https://www.nytimes.com/2010/01/31/books/review/MacIntyre-t.html?action=click&module=RelatedCoverage&pgtype=Article&region=Footer,83.50195313,95,text/html
https://www.nytimes.com/2017/10/09/business/nobel-economics-richard-thaler.html?module=inline,823.9511719,131,text/html
https://www.nytimes.com/2010/11/18/us/politics/18alaska.html?module=inline,80.25976563,100,text/html
https://www.nytimes.com/2018/10/02/insider/revisiting-topeka-students-college.html,469.8945313,121,text/html
https://www.nytimes.com/2018/10/07/business/china-trade-deals-retaliate.html,802.7626953,130,text/html
https://www.nytimes.com/2018/10/04/books/review/9-new-books-we-recommend-this-week.html,611.8583984,136,text/html
https://www.nytimes.com/2018/09/11/opinion/california-bail-law.html?action=click&module=RelatedCoverage&pgtype=Article&region=Footer,429.3896484,118,text/html
https://www.nytimes.com/2018/09/27/opinion/blasey-ford-kavanaugh-hearing.html,892.7773438,138,text/html
https://www.nytimes.com/column/sidebar,361.5078125,108,text/html
https://www.nytimes.com/subscription/multiproduct/lp8HYKU.html?campaignId=3K6X3,112.2910156,37,text/html
https://www.nytimes.com/column/op-docs,112.3232422,126,text/html
https://www.nytimes.com/2018/08/21/nyregion/michael-cohen-plea-deal-trump.html?action=click&module=RelatedCoverage&pgtype=Article&region=Footer,998.6933594,129,text/html
https://www.nytimes.com/2018/10/04/arts/television/flight-of-the-conchords-hbo.html,689.9433594,133,text/html
https://www.nytimes.com/watching/titles/the-haunting-of-hill-house,73.32617188,20,text/html
https://www.nytimes.com/2018/09/21/opinion/western-democracy-trump-challenges.html,741.3427734,129,text/html
